league,season,team,player,nation,pos,age,born,playing time_mp,playing time_starts,playing time_min,playing time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,per 90 minutes_gls,per 90 minutes_ast,per 90 minutes_g+a,per 90 minutes_g-pk,per 90 minutes_g+a-pk,passing_nation,passing_pos,passing_age,passing_born,passing_90s,passing_total_cmp,passing_total_att,passing_total_cmp%,passing_total_totdist,passing_total_prgdist,passing_short_cmp,passing_short_att,passing_short_cmp%,passing_medium_cmp,passing_medium_att,passing_medium_cmp%,passing_long_cmp,passing_long_att,passing_long_cmp%,passing_ast,passing_a-xag,passing_kp,passing_1/3,passing_ppa,passing_crspa,defense_nation,defense_pos,defense_age,defense_born,defense_90s,defense_tackles_tkl,defense_tackles_tklw,defense_tackles_def 3rd,defense_tackles_mid 3rd,defense_tackles_att 3rd,defense_challenges_tkl,defense_challenges_att,defense_challenges_tkl%,defense_challenges_lost,defense_blocks_blocks,defense_blocks_sh,defense_blocks_pass,defense_int,defense_tkl+int,defense_clr,defense_err,possession_nation,possession_pos,possession_age,possession_born,possession_90s,possession_touches_touches,possession_touches_def pen,possession_touches_def 3rd,possession_touches_mid 3rd,possession_touches_att 3rd,possession_touches_att pen,possession_touches_live,possession_take-ons_att,possession_take-ons_succ,possession_take-ons_succ%,possession_take-ons_tkld,possession_take-ons_tkld%,possession_carries_carries,possession_carries_totdist,possession_carries_prgdist,possession_carries_1/3,possession_carries_cpa,possession_carries_mis,possession_carries_dis,possession_rec,gca_nation,gca_pos,gca_age,gca_born,gca_90s,gca_sca_sca,gca_sca_sca90,gca_sca types_passlive,gca_sca types_passdead,gca_sca types_to,gca_sca types_sh,gca_sca types_fld,gca_sca types_def,gca_gca_gca,gca_gca_gca90,gca_gca types_passlive,gca_gca types_passdead,gca_gca types_to,gca_gca types_sh,gca_gca types_fld,gca_gca types_def,misc_nation,misc_pos,misc_age,misc_born,misc_90s,misc_performance_crdy,misc_performance_crdr,misc_performance_2crdy,misc_performance_fls,misc_performance_fld,misc_performance_off,misc_performance_crs,misc_performance_int,misc_performance_tklw,misc_performance_pkwon,misc_performance_pkcon,misc_performance_og,shooting_nation,shooting_pos,shooting_age,shooting_born,shooting_90s,shooting_standard_gls,shooting_standard_sh,shooting_standard_sot,shooting_standard_sot%,shooting_standard_sh/90,shooting_standard_sot/90,shooting_standard_g/sh,shooting_standard_g/sot,shooting_standard_pk,shooting_standard_pkatt,player_name,club,minutes_played,goals,assists,pass_cmp_pct,prg_pass_dist,long_pass_cmp_pct,final_third_passes,key_passes,tackles_won,def_duels_won_pct,blocks,interceptions,clearances,errors_to_shot,touches_in_box,successful_dribbles,dribble_success_pct,carries_final_third,carries_into_box,sca,gca,shots_on_target_pct,shot_conversion_pct,xg,xag,npxg,prg_carries,prg_passes,through_balls,aerial_won_pct,recoveries
FRA-Ligue 1,2425,,,GNB,"FW,MF",28.0,1995.0,27,12,,12.8,,,5,2,0,0,4,0,0.16,0.23,0.39,0.16,0.39,GNB,"FW,MF",28.0,1995.0,12.8,,,,,,,,,,,,,,,3.0,,,,,,GNB,"FW,MF",28.0,1995.0,12.8,,,,,,,,,,,,,,,,,GNB,"FW,MF",28.0,1995.0,12.8,,,,,,,,,,,,,,,,,,,,,GNB,"FW,MF",28.0,1995.0,12.8,,,,,,,,,,,,,,,,,GNB,"FW,MF",28.0,1995.0,12.8,4.0,0.0,0.0,18.0,22.0,14.0,11.0,6.0,9.0,,,0.0,GNB,"FW,MF",28.0,1995.0,12.8,2.0,29.0,9.0,,2.27,0.7,,0.22,0.0,0.0,Mama Samba Baldé,Brest,1149,2,3,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,31.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,,,NED,GK,33.0,1991.0,32,32,,32.0,,,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,NED,GK,33.0,1991.0,32.0,,,,,,,,,,,,,,,0.0,,,,,,NED,GK,33.0,1991.0,32.0,,,,,,,,,,,,,,,,,NED,GK,33.0,1991.0,32.0,,,,,,,,,,,,,,,,,,,,,NED,GK,33.0,1991.0,32.0,,,,,,,,,,,,,,,,,NED,GK,33.0,1991.0,32.0,4.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,,,0.0,NED,GK,33.0,1991.0,32.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,Marco Bizot,Brest,2880,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,,,MLI,DF,31.0,1992.0,22,20,,18.6,,,0,0,0,0,3,2,0.0,0.0,0.0,0.0,0.0,MLI,DF,31.0,1992.0,18.6,,,,,,,,,,,,,,,0.0,,,,,,MLI,DF,31.0,1992.0,18.6,,,,,,,,,,,,,,,,,MLI,DF,31.0,1992.0,18.6,,,,,,,,,,,,,,,,,,,,,MLI,DF,31.0,1992.0,18.6,,,,,,,,,,,,,,,,,MLI,DF,31.0,1992.0,18.6,3.0,2.0,1.0,20.0,45.0,0.0,49.0,25.0,17.0,,,0.0,MLI,DF,31.0,1992.0,18.6,0.0,10.0,1.0,,0.54,0.05,,0.0,0.0,0.0,Massadio Haïdara,Brest,1678,0,0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,,,POR,"MF,FW",27.0,1996.0,29,18,,17.5,,,9,2,0,0,4,0,0.11,0.4,0.52,0.11,0.52,POR,"MF,FW",27.0,1996.0,17.5,,,,,,,,,,,,,,,7.0,,,,,,POR,"MF,FW",27.0,1996.0,17.5,,,,,,,,,,,,,,,,,POR,"MF,FW",27.0,1996.0,17.5,,,,,,,,,,,,,,,,,,,,,POR,"MF,FW",27.0,1996.0,17.5,,,,,,,,,,,,,,,,,POR,"MF,FW",27.0,1996.0,17.5,4.0,0.0,0.0,29.0,28.0,2.0,99.0,20.0,24.0,,,0.0,POR,"MF,FW",27.0,1996.0,17.5,2.0,36.0,15.0,,2.06,0.86,,0.13,0.0,0.0,Mathias Pereira Lage,Brest,1571,2,7,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,41.7,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,,,FRA,MF,31.0,1993.0,20,17,,17.0,,,4,2,0,0,7,0,0.12,0.12,0.24,0.12,0.24,FRA,MF,31.0,1993.0,17.0,,,,,,,,,,,,,,,2.0,,,,,,FRA,MF,31.0,1993.0,17.0,,,,,,,,,,,,,,,,,FRA,MF,31.0,1993.0,17.0,,,,,,,,,,,,,,,,,,,,,FRA,MF,31.0,1993.0,17.0,,,,,,,,,,,,,,,,,FRA,MF,31.0,1993.0,17.0,7.0,0.0,0.0,32.0,30.0,0.0,22.0,11.0,38.0,,,0.0,FRA,MF,31.0,1993.0,17.0,2.0,22.0,8.0,,1.3,0.47,,0.25,0.0,0.0,Pierre Lees-Melou,Brest,1526,2,2,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,36.4,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,,,FRA,"FW,MF",28.0,1996.0,26,14,,14.0,,,10,3,3,4,0,0,0.43,0.29,0.71,0.21,0.5,FRA,"FW,MF",28.0,1996.0,14.0,,,,,,,,,,,,,,,4.0,,,,,,FRA,"FW,MF",28.0,1996.0,14.0,,,,,,,,,,,,,,,,,FRA,"FW,MF",28.0,1996.0,14.0,,,,,,,,,,,,,,,,,,,,,FRA,"FW,MF",28.0,1996.0,14.0,,,,,,,,,,,,,,,,,FRA,"FW,MF",28.0,1996.0,14.0,0.0,0.0,0.0,12.0,17.0,0.0,105.0,6.0,21.0,,,0.0,FRA,"FW,MF",28.0,1996.0,14.0,6.0,21.0,12.0,,1.5,0.86,,0.25,3.0,4.0,Romain Del Castillo,Brest,1259,6,4,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,57.1,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,,,FRA,"MF,FW",26.0,1998.0,20,10,,10.0,,,5,2,1,1,2,0,0.3,0.2,0.5,0.2,0.4,FRA,"MF,FW",26.0,1998.0,10.0,,,,,,,,,,,,,,,2.0,,,,,,FRA,"MF,FW",26.0,1998.0,10.0,,,,,,,,,,,,,,,,,FRA,"MF,FW",26.0,1998.0,10.0,,,,,,,,,,,,,,,,,,,,,FRA,"MF,FW",26.0,1998.0,10.0,,,,,,,,,,,,,,,,,FRA,"MF,FW",26.0,1998.0,10.0,2.0,0.0,0.0,6.0,23.0,1.0,26.0,3.0,11.0,,,0.0,FRA,"MF,FW",26.0,1998.0,10.0,3.0,19.0,10.0,,1.9,1.0,,0.2,1.0,1.0,Romain Faivre,Brest,899,3,2,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,52.6,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,,,FRA,DF,20.0,2003.0,7,5,,4.9,,,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,FRA,DF,20.0,2003.0,4.9,,,,,,,,,,,,,,,0.0,,,,,,FRA,DF,20.0,2003.0,4.9,,,,,,,,,,,,,,,,,FRA,DF,20.0,2003.0,4.9,,,,,,,,,,,,,,,,,,,,,FRA,DF,20.0,2003.0,4.9,,,,,,,,,,,,,,,,,FRA,DF,20.0,2003.0,4.9,1.0,0.0,0.0,12.0,1.0,0.0,0.0,6.0,2.0,,,0.0,FRA,DF,20.0,2003.0,4.9,0.0,4.0,0.0,,0.82,0.0,,,0.0,0.0,Soumaïla Coulibaly,Brest,438,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,,,SEN,FW,19.0,2005.0,2,0,,0.0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,SEN,FW,19.0,2005.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,SEN,FW,19.0,2005.0,0.0,,,,,,,,,,,,,,,,,SEN,FW,19.0,2005.0,0.0,,,,,,,,,,,,,,,,,,,,,SEN,FW,19.0,2005.0,0.0,,,,,,,,,,,,,,,,,SEN,FW,19.0,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,SEN,FW,19.0,2005.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,Sérigné Diop,Brest,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,,,GUI,MF,30.0,1994.0,28,26,,25.8,,,11,2,8,9,5,0,0.39,0.04,0.43,0.08,0.12,GUI,MF,30.0,1994.0,25.8,,,,,,,,,,,,,,,1.0,,,,,,GUI,MF,30.0,1994.0,25.8,,,,,,,,,,,,,,,,,GUI,MF,30.0,1994.0,25.8,,,,,,,,,,,,,,,,,,,,,GUI,MF,30.0,1994.0,25.8,,,,,,,,,,,,,,,,,GUI,MF,30.0,1994.0,25.8,5.0,0.0,0.0,29.0,44.0,1.0,11.0,33.0,34.0,,,0.0,GUI,MF,30.0,1994.0,25.8,10.0,47.0,15.0,,1.82,0.58,,0.13,8.0,9.0,Abdoulaye Touré,Le Havre,2324,10,1,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,31.9,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,,,FRA,"DF,MF",27.0,1996.0,1,0,,0.0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,FRA,"DF,MF",27.0,1996.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,FRA,"DF,MF",27.0,1996.0,0.0,,,,,,,,,,,,,,,,,FRA,"DF,MF",27.0,1996.0,0.0,,,,,,,,,,,,,,,,,,,,,FRA,"DF,MF",27.0,1996.0,0.0,,,,,,,,,,,,,,,,,FRA,"DF,MF",27.0,1996.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,0.0,FRA,"DF,MF",27.0,1996.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,Alois Confais,Le Havre,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,,,GHA,FW,34.0,1989.0,27,15,,16.1,,,5,4,0,0,2,0,0.25,0.06,0.31,0.25,0.31,GHA,FW,34.0,1989.0,16.1,,,,,,,,,,,,,,,1.0,,,,,,GHA,FW,34.0,1989.0,16.1,,,,,,,,,,,,,,,,,GHA,FW,34.0,1989.0,16.1,,,,,,,,,,,,,,,,,,,,,GHA,FW,34.0,1989.0,16.1,,,,,,,,,,,,,,,,,GHA,FW,34.0,1989.0,16.1,2.0,0.0,0.0,19.0,30.0,6.0,7.0,3.0,10.0,,,0.0,GHA,FW,34.0,1989.0,16.1,4.0,22.0,9.0,,1.36,0.56,,0.44,0.0,0.0,André Ayew,Le Havre,1453,4,1,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,40.9,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,,,FRA,"MF,FW",21.0,2003.0,26,9,,10.5,,,2,0,0,0,1,0,0.0,0.19,0.19,0.0,0.19,FRA,"MF,FW",21.0,2003.0,10.5,,,,,,,,,,,,,,,2.0,,,,,,FRA,"MF,FW",21.0,2003.0,10.5,,,,,,,,,,,,,,,,,FRA,"MF,FW",21.0,2003.0,10.5,,,,,,,,,,,,,,,,,,,,,FRA,"MF,FW",21.0,2003.0,10.5,,,,,,,,,,,,,,,,,FRA,"MF,FW",21.0,2003.0,10.5,1.0,0.0,0.0,7.0,7.0,2.0,36.0,10.0,12.0,,,0.0,FRA,"MF,FW",21.0,2003.0,10.5,0.0,11.0,2.0,,1.05,0.19,,0.0,0.0,0.0,Antoine Joujou,Le Havre,943,0,2,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,,,SEN,DF,22.0,2002.0,16,16,,13.8,,,3,3,0,0,4,1,0.22,0.0,0.22,0.22,0.22,SEN,DF,22.0,2002.0,13.8,,,,,,,,,,,,,,,0.0,,,,,,SEN,DF,22.0,2002.0,13.8,,,,,,,,,,,,,,,,,SEN,DF,22.0,2002.0,13.8,,,,,,,,,,,,,,,,,,,,,SEN,DF,22.0,2002.0,13.8,,,,,,,,,,,,,,,,,SEN,DF,22.0,2002.0,13.8,4.0,1.0,0.0,22.0,16.0,1.0,2.0,22.0,16.0,,,0.0,SEN,DF,22.0,2002.0,13.8,3.0,7.0,4.0,,0.51,0.29,,0.75,0.0,0.0,Arouna Sangante,Le Havre,1244,3,0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,57.1,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,,,FRA,GK,30.0,1994.0,18,18,,18.0,,,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,FRA,GK,30.0,1994.0,18.0,,,,,,,,,,,,,,,0.0,,,,,,FRA,GK,30.0,1994.0,18.0,,,,,,,,,,,,,,,,,FRA,GK,30.0,1994.0,18.0,,,,,,,,,,,,,,,,,,,,,FRA,GK,30.0,1994.0,18.0,,,,,,,,,,,,,,,,,FRA,GK,30.0,1994.0,18.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,,,0.0,FRA,GK,30.0,1994.0,18.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,Arthur Desmas,Le Havre,1620,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,,,CIV,"MF,DF",27.0,1997.0,13,13,,13.0,,,2,0,0,0,2,1,0.0,0.15,0.15,0.0,0.15,CIV,"MF,DF",27.0,1997.0,13.0,,,,,,,,,,,,,,,2.0,,,,,,CIV,"MF,DF",27.0,1997.0,13.0,,,,,,,,,,,,,,,,,CIV,"MF,DF",27.0,1997.0,13.0,,,,,,,,,,,,,,,,,,,,,CIV,"MF,DF",27.0,1997.0,13.0,,,,,,,,,,,,,,,,,CIV,"MF,DF",27.0,1997.0,13.0,2.0,1.0,1.0,8.0,16.0,3.0,126.0,16.0,9.0,,,0.0,CIV,"MF,DF",27.0,1997.0,13.0,0.0,7.0,1.0,,0.54,0.08,,0.0,0.0,0.0,Christopher Opéri,Le Havre,1169,0,2,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,,,RUS,MF,31.0,1993.0,12,6,,6.3,,,1,1,0,0,1,0,0.16,0.0,0.16,0.16,0.16,RUS,MF,31.0,1993.0,6.3,,,,,,,,,,,,,,,0.0,,,,,,RUS,MF,31.0,1993.0,6.3,,,,,,,,,,,,,,,,,RUS,MF,31.0,1993.0,6.3,,,,,,,,,,,,,,,,,,,,,RUS,MF,31.0,1993.0,6.3,,,,,,,,,,,,,,,,,RUS,MF,31.0,1993.0,6.3,1.0,0.0,0.0,8.0,3.0,0.0,6.0,8.0,8.0,,,0.0,RUS,MF,31.0,1993.0,6.3,1.0,4.0,3.0,,0.63,0.48,,0.33,0.0,0.0,Daler Kuzyaev,Le Havre,567,1,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,75.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,,,FRA,FW,20.0,2004.0,1,0,,0.3,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,FRA,FW,20.0,2004.0,0.3,,,,,,,,,,,,,,,0.0,,,,,,FRA,FW,20.0,2004.0,0.3,,,,,,,,,,,,,,,,,FRA,FW,20.0,2004.0,0.3,,,,,,,,,,,,,,,,,,,,,FRA,FW,20.0,2004.0,0.3,,,,,,,,,,,,,,,,,FRA,FW,20.0,2004.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,FRA,FW,20.0,2004.0,0.3,0.0,1.0,0.0,,3.33,0.0,,,0.0,0.0,Elysée Logbo,Le Havre,27,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,,,USA,"MF,FW",26.0,1997.0,15,7,,7.3,,,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,USA,"MF,FW",26.0,1997.0,7.3,,,,,,,,,,,,,,,0.0,,,,,,USA,"MF,FW",26.0,1997.0,7.3,,,,,,,,,,,,,,,,,USA,"MF,FW",26.0,1997.0,7.3,,,,,,,,,,,,,,,,,,,,,USA,"MF,FW",26.0,1997.0,7.3,,,,,,,,,,,,,,,,,USA,"MF,FW",26.0,1997.0,7.3,1.0,0.0,0.0,11.0,16.0,2.0,15.0,3.0,7.0,,,0.0,USA,"MF,FW",26.0,1997.0,7.3,0.0,15.0,5.0,,2.07,0.69,,0.0,0.0,0.0,Emmanuel Sabbi,Le Havre,653,0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,,,FRA,DF,22.0,2002.0,28,26,,25.8,,,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,FRA,DF,22.0,2002.0,25.8,,,,,,,,,,,,,,,0.0,,,,,,FRA,DF,22.0,2002.0,25.8,,,,,,,,,,,,,,,,,FRA,DF,22.0,2002.0,25.8,,,,,,,,,,,,,,,,,,,,,FRA,DF,22.0,2002.0,25.8,,,,,,,,,,,,,,,,,FRA,DF,22.0,2002.0,25.8,4.0,1.0,0.0,14.0,6.0,0.0,2.0,29.0,10.0,,,1.0,FRA,DF,22.0,2002.0,25.8,0.0,14.0,2.0,,0.54,0.08,,0.0,0.0,0.0,Etienne Youte Kinkoue,Le Havre,2320,0,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,,,SEN,"DF,MF",27.0,1997.0,10,9,,6.5,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,SEN,"DF,MF",27.0,1997.0,6.5,,,,,,,,,,,,,,,0.0,,,,,,SEN,"DF,MF",27.0,1997.0,6.5,,,,,,,,,,,,,,,,,SEN,"DF,MF",27.0,1997.0,6.5,,,,,,,,,,,,,,,,,,,,,SEN,"DF,MF",27.0,1997.0,6.5,,,,,,,,,,,,,,,,,SEN,"DF,MF",27.0,1997.0,6.5,0.0,0.0,0.0,3.0,14.0,0.0,21.0,5.0,7.0,,,0.0,SEN,"DF,MF",27.0,1997.0,6.5,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,Fodé Ballo-Touré,Le Havre,589,0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,,,FRA,DF,29.0,1995.0,31,31,,30.8,,,3,2,0,0,5,0,0.07,0.03,0.1,0.07,0.1,FRA,DF,29.0,1995.0,30.8,,,,,,,,,,,,,,,1.0,,,,,,FRA,DF,29.0,1995.0,30.8,,,,,,,,,,,,,,,,,FRA,DF,29.0,1995.0,30.8,,,,,,,,,,,,,,,,,,,,,FRA,DF,29.0,1995.0,30.8,,,,,,,,,,,,,,,,,FRA,DF,29.0,1995.0,30.8,5.0,0.0,0.0,31.0,7.0,2.0,3.0,35.0,44.0,,,0.0,FRA,DF,29.0,1995.0,30.8,2.0,11.0,2.0,,0.36,0.07,,1.0,0.0,0.0,Gautier Lloris,Le Havre,2768,2,1,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,18.2,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,,,FRA,FW,19.0,2005.0,12,3,,2.6,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,FRA,FW,19.0,2005.0,2.6,,,,,,,,,,,,,,,0.0,,,,,,FRA,FW,19.0,2005.0,2.6,,,,,,,,,,,,,,,,,FRA,FW,19.0,2005.0,2.6,,,,,,,,,,,,,,,,,,,,,FRA,FW,19.0,2005.0,2.6,,,,,,,,,,,,,,,,,FRA,FW,19.0,2005.0,2.6,0.0,0.0,0.0,4.0,5.0,1.0,5.0,1.0,5.0,,,0.0,FRA,FW,19.0,2005.0,2.6,0.0,5.0,0.0,,1.96,0.0,,,0.0,0.0,Ilyes Housni,Le Havre,230,0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,,,SEN,"MF,FW",23.0,2000.0,29,21,,21.1,,,9,5,0,0,0,0,0.24,0.19,0.43,0.24,0.43,SEN,"MF,FW",23.0,2000.0,21.1,,,,,,,,,,,,,,,4.0,,,,,,SEN,"MF,FW",23.0,2000.0,21.1,,,,,,,,,,,,,,,,,SEN,"MF,FW",23.0,2000.0,21.1,,,,,,,,,,,,,,,,,,,,,SEN,"MF,FW",23.0,2000.0,21.1,,,,,,,,,,,,,,,,,SEN,"MF,FW",23.0,2000.0,21.1,0.0,0.0,0.0,17.0,61.0,4.0,43.0,14.0,14.0,,,0.0,SEN,"MF,FW",23.0,2000.0,21.1,5.0,43.0,19.0,,2.03,0.9,,0.26,0.0,0.0,Issa Soumaré,Le Havre,1902,5,4,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,44.2,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,,,HAI,"MF,FW",22.0,2001.0,27,23,,22.2,,,8,4,0,0,5,0,0.18,0.18,0.36,0.18,0.36,HAI,"MF,FW",22.0,2001.0,22.2,,,,,,,,,,,,,,,4.0,,,,,,HAI,"MF,FW",22.0,2001.0,22.2,,,,,,,,,,,,,,,,,HAI,"MF,FW",22.0,2001.0,22.2,,,,,,,,,,,,,,,,,,,,,HAI,"MF,FW",22.0,2001.0,22.2,,,,,,,,,,,,,,,,,HAI,"MF,FW",22.0,2001.0,22.2,5.0,0.0,0.0,29.0,46.0,8.0,86.0,6.0,28.0,,,0.0,HAI,"MF,FW",22.0,2001.0,22.2,4.0,27.0,10.0,,1.22,0.45,,0.4,0.0,0.0,Josué Casimir,Le Havre,1997,4,4,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,37.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
